TerritoryCode,TerritoryName,TerritoryType,ComplianceDomainCode,ComplianceDomain,SourceID,ResourceName,URL,UsageNote
GLOBAL,Global,Global,REAL,"Real estate, construction & zoning",SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
GLOBAL,Global,Global,PROF,Professional services licensing,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
GLOBAL,Global,Global,PROC,Government procurement & grants,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,CORP,Corporate registration & company law,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,CORP,Corporate registration & company law,SRC-UNCTAD-DATA,UNCTAD Data Hub,https://unctadstat.unctad.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,TAX,"Tax, revenue & customs",SRC-WCO,World Customs Organization,https://www.wcoomd.org/en.aspx,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,TAX,"Tax, revenue & customs",SRC-WTO-DATA,WTO Data Portal,https://data.wto.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,LAB,"Labor, employment & workplace safety",SRC-ILO-DATA,ILO legal and labour databases,https://www.ilo.org/data-and-statistics,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,PRIV,Data protection & privacy,SRC-GPA,Global Privacy Assembly accredited members,https://globalprivacyassembly.com/participation-in-the-assembly/list-of-accredited-members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,PRIV,Data protection & privacy,SRC-IAPP-PRIVACY-DIR,Global privacy law and DPA directory,https://iapp.org/resources/global-privacy-directory,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,PRIV,Data protection & privacy,SRC-EDPB,European Data Protection Board,https://www.edpb.europa.eu/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,CYBER,Cybersecurity & digital resilience,SRC-ITU,International Telecommunication Union,https://www.itu.int/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,CYBER,Cybersecurity & digital resilience,SRC-ITU-DIR,ITU Global Directory,https://www.itu.int/GlobalDirectory/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,FIN,"Banking, securities, payments & AML",SRC-IOSCO,IOSCO ordinary members,https://www.iosco.org/v2/about/?subsection=membership,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,FIN,"Banking, securities, payments & AML",SRC-BIS-CENTRALBANKS,Central bank and monetary authority websites,https://www.bis.org/cbanks.htm,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,INS,Insurance,SRC-IAIS,IAIS insurance supervisors and regulators,https://www.iais.org/about-the-iais/iais-members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,HEALTH,"Healthcare, medical products & public health",SRC-WHO-WLA,WHO-Listed Authorities framework,https://www.who.int/initiatives/who-listed-authority-reg-authorities,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,FOOD,"Food, beverage & agriculture",SRC-FAOLEX,"FAOLEX food, agriculture and natural resource law database",https://www.fao.org/faolex/en/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,ENV,"Environment, climate & natural resources",SRC-ECOLEX,ECOLEX environmental law gateway,https://www.ecolex.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,ENV,"Environment, climate & natural resources",SRC-FAOLEX,"FAOLEX food, agriculture and natural resource law database",https://www.fao.org/faolex/en/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,ENERGY,Energy & utilities,SRC-ECOLEX,ECOLEX environmental law gateway,https://www.ecolex.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,ENERGY,Energy & utilities,SRC-FAOLEX,"FAOLEX food, agriculture and natural resource law database",https://www.fao.org/faolex/en/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,TELCO,"Telecommunications, media & broadcasting",SRC-ITU,International Telecommunication Union,https://www.itu.int/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,TELCO,"Telecommunications, media & broadcasting",SRC-ITU-DIR,ITU Global Directory,https://www.itu.int/GlobalDirectory/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,TRAN,Transportation & logistics,SRC-ICAO,ICAO Member States,https://www.icao.int/about-icao/member-states,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,TRAN,Transportation & logistics,SRC-FAA-INTL-CIVIL-AUTH,International aviation authorities directory,https://www.faa.gov/aircraft/air_cert/international/bilateral_agreements/link_intl_sites/civil_avi_auth,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,TRAN,Transportation & logistics,SRC-IMO,IMO Member States and maritime body,https://www.imo.org/en/ourwork/ero/pages/memberstates.aspx,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,CONS,"Consumer protection, advertising & product safety",SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,CONS,"Consumer protection, advertising & product safety",SRC-ICN,International Competition Network members,https://www.internationalcompetitionnetwork.org/members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,COMP,Competition / antitrust,SRC-ICN,International Competition Network members,https://www.internationalcompetitionnetwork.org/members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,TRADE,"Trade, sanctions & export controls",SRC-WTO-DATA,WTO Data Portal,https://data.wto.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,TRADE,"Trade, sanctions & export controls",SRC-WCO,World Customs Organization,https://www.wcoomd.org/en.aspx,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,TRADE,"Trade, sanctions & export controls",SRC-UNCTAD-DATA,UNCTAD Data Hub,https://unctadstat.unctad.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,EDU,Education & social services,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,REAL,"Real estate, construction & zoning",SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,PROF,Professional services licensing,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM,North America,Region,PROC,Government procurement & grants,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,CORP,Corporate registration & company law,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,CORP,Corporate registration & company law,SRC-UNCTAD-DATA,UNCTAD Data Hub,https://unctadstat.unctad.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,TAX,"Tax, revenue & customs",SRC-WCO,World Customs Organization,https://www.wcoomd.org/en.aspx,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,TAX,"Tax, revenue & customs",SRC-WTO-DATA,WTO Data Portal,https://data.wto.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,LAB,"Labor, employment & workplace safety",SRC-ILO-DATA,ILO legal and labour databases,https://www.ilo.org/data-and-statistics,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,PRIV,Data protection & privacy,SRC-GPA,Global Privacy Assembly accredited members,https://globalprivacyassembly.com/participation-in-the-assembly/list-of-accredited-members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,PRIV,Data protection & privacy,SRC-IAPP-PRIVACY-DIR,Global privacy law and DPA directory,https://iapp.org/resources/global-privacy-directory,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,PRIV,Data protection & privacy,SRC-EDPB,European Data Protection Board,https://www.edpb.europa.eu/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,CYBER,Cybersecurity & digital resilience,SRC-ITU,International Telecommunication Union,https://www.itu.int/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,CYBER,Cybersecurity & digital resilience,SRC-ITU-DIR,ITU Global Directory,https://www.itu.int/GlobalDirectory/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,FIN,"Banking, securities, payments & AML",SRC-IOSCO,IOSCO ordinary members,https://www.iosco.org/v2/about/?subsection=membership,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,FIN,"Banking, securities, payments & AML",SRC-BIS-CENTRALBANKS,Central bank and monetary authority websites,https://www.bis.org/cbanks.htm,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,INS,Insurance,SRC-IAIS,IAIS insurance supervisors and regulators,https://www.iais.org/about-the-iais/iais-members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,HEALTH,"Healthcare, medical products & public health",SRC-WHO-WLA,WHO-Listed Authorities framework,https://www.who.int/initiatives/who-listed-authority-reg-authorities,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,FOOD,"Food, beverage & agriculture",SRC-FAOLEX,"FAOLEX food, agriculture and natural resource law database",https://www.fao.org/faolex/en/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,ENV,"Environment, climate & natural resources",SRC-ECOLEX,ECOLEX environmental law gateway,https://www.ecolex.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,ENV,"Environment, climate & natural resources",SRC-FAOLEX,"FAOLEX food, agriculture and natural resource law database",https://www.fao.org/faolex/en/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,ENERGY,Energy & utilities,SRC-ECOLEX,ECOLEX environmental law gateway,https://www.ecolex.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,ENERGY,Energy & utilities,SRC-FAOLEX,"FAOLEX food, agriculture and natural resource law database",https://www.fao.org/faolex/en/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,TELCO,"Telecommunications, media & broadcasting",SRC-ITU,International Telecommunication Union,https://www.itu.int/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,TELCO,"Telecommunications, media & broadcasting",SRC-ITU-DIR,ITU Global Directory,https://www.itu.int/GlobalDirectory/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,TRAN,Transportation & logistics,SRC-ICAO,ICAO Member States,https://www.icao.int/about-icao/member-states,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,TRAN,Transportation & logistics,SRC-FAA-INTL-CIVIL-AUTH,International aviation authorities directory,https://www.faa.gov/aircraft/air_cert/international/bilateral_agreements/link_intl_sites/civil_avi_auth,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,TRAN,Transportation & logistics,SRC-IMO,IMO Member States and maritime body,https://www.imo.org/en/ourwork/ero/pages/memberstates.aspx,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,CONS,"Consumer protection, advertising & product safety",SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,CONS,"Consumer protection, advertising & product safety",SRC-ICN,International Competition Network members,https://www.internationalcompetitionnetwork.org/members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,COMP,Competition / antitrust,SRC-ICN,International Competition Network members,https://www.internationalcompetitionnetwork.org/members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,TRADE,"Trade, sanctions & export controls",SRC-WTO-DATA,WTO Data Portal,https://data.wto.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,TRADE,"Trade, sanctions & export controls",SRC-WCO,World Customs Organization,https://www.wcoomd.org/en.aspx,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,TRADE,"Trade, sanctions & export controls",SRC-UNCTAD-DATA,UNCTAD Data Hub,https://unctadstat.unctad.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,EDU,Education & social services,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,REAL,"Real estate, construction & zoning",SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,PROF,Professional services licensing,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-US,United States,Country,PROC,Government procurement & grants,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,CORP,Corporate registration & company law,SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,CORP,Corporate registration & company law,SRC-UNCTAD-DATA,UNCTAD Data Hub,https://unctadstat.unctad.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,TAX,"Tax, revenue & customs",SRC-WCO,World Customs Organization,https://www.wcoomd.org/en.aspx,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,TAX,"Tax, revenue & customs",SRC-WTO-DATA,WTO Data Portal,https://data.wto.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,LAB,"Labor, employment & workplace safety",SRC-ILO-DATA,ILO legal and labour databases,https://www.ilo.org/data-and-statistics,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,PRIV,Data protection & privacy,SRC-GPA,Global Privacy Assembly accredited members,https://globalprivacyassembly.com/participation-in-the-assembly/list-of-accredited-members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,PRIV,Data protection & privacy,SRC-IAPP-PRIVACY-DIR,Global privacy law and DPA directory,https://iapp.org/resources/global-privacy-directory,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,PRIV,Data protection & privacy,SRC-EDPB,European Data Protection Board,https://www.edpb.europa.eu/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,CYBER,Cybersecurity & digital resilience,SRC-ITU,International Telecommunication Union,https://www.itu.int/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,CYBER,Cybersecurity & digital resilience,SRC-ITU-DIR,ITU Global Directory,https://www.itu.int/GlobalDirectory/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,FIN,"Banking, securities, payments & AML",SRC-IOSCO,IOSCO ordinary members,https://www.iosco.org/v2/about/?subsection=membership,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,FIN,"Banking, securities, payments & AML",SRC-BIS-CENTRALBANKS,Central bank and monetary authority websites,https://www.bis.org/cbanks.htm,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,INS,Insurance,SRC-IAIS,IAIS insurance supervisors and regulators,https://www.iais.org/about-the-iais/iais-members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,HEALTH,"Healthcare, medical products & public health",SRC-WHO-WLA,WHO-Listed Authorities framework,https://www.who.int/initiatives/who-listed-authority-reg-authorities,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,FOOD,"Food, beverage & agriculture",SRC-FAOLEX,"FAOLEX food, agriculture and natural resource law database",https://www.fao.org/faolex/en/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,ENV,"Environment, climate & natural resources",SRC-ECOLEX,ECOLEX environmental law gateway,https://www.ecolex.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,ENV,"Environment, climate & natural resources",SRC-FAOLEX,"FAOLEX food, agriculture and natural resource law database",https://www.fao.org/faolex/en/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,ENERGY,Energy & utilities,SRC-ECOLEX,ECOLEX environmental law gateway,https://www.ecolex.org/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,ENERGY,Energy & utilities,SRC-FAOLEX,"FAOLEX food, agriculture and natural resource law database",https://www.fao.org/faolex/en/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,TELCO,"Telecommunications, media & broadcasting",SRC-ITU,International Telecommunication Union,https://www.itu.int/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,TELCO,"Telecommunications, media & broadcasting",SRC-ITU-DIR,ITU Global Directory,https://www.itu.int/GlobalDirectory/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,TRAN,Transportation & logistics,SRC-ICAO,ICAO Member States,https://www.icao.int/about-icao/member-states,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,TRAN,Transportation & logistics,SRC-FAA-INTL-CIVIL-AUTH,International aviation authorities directory,https://www.faa.gov/aircraft/air_cert/international/bilateral_agreements/link_intl_sites/civil_avi_auth,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,TRAN,Transportation & logistics,SRC-IMO,IMO Member States and maritime body,https://www.imo.org/en/ourwork/ero/pages/memberstates.aspx,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,CONS,"Consumer protection, advertising & product safety",SRC-WB-GIRG,Global Indicators of Regulatory Governance,https://rulemaking.worldbank.org/en/rulemaking,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,CONS,"Consumer protection, advertising & product safety",SRC-ICN,International Competition Network members,https://www.internationalcompetitionnetwork.org/members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
NAM-CA,Canada,Country,COMP,Competition / antitrust,SRC-ICN,International Competition Network members,https://www.internationalcompetitionnetwork.org/members/,"Use as initial official directory/source, then capture national/subnational regulator and legislation details in Import Template."
